ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device,km_per_driving_day,percent_sessions_in_last_month,monthly_drives_per_session_ratio
1793,retained,19,19,29.50426326,2601,35,41,3062.764228,264.9369793,24,23,iPhone,133.16366208695652,0.643974731128399,1.0
1794,retained,58,47,106.8380758,163,0,0,2950.422144,1414.494099,29,24,iPhone,122.934256,0.5428776170452145,0.8103448275862069
1795,retained,218,174,454.34351188399995,454,0,49,683.3109645,544.3960325,13,6,iPhone,113.88516075,0.4797923736023883,0.7981651376146789
1796,retained,59,47,60.8053208,867,98,0,4379.57992,2634.42479,6,2,iPhone,2189.78996,0.9703098219654488,0.7966101694915254
1797,retained,3,3,235.7197566,207,37,72,2306.820065,1552.467447,26,21,iPhone,109.84857452380952,0.012726977336442744,1.0
1798,churned,11,9,65.92837733,1539,193,103,4461.013253,873.8750264,17,17,iPhone,262.41254429411765,0.16684772848177726,0.8181818181818182
1799,retained,60,60,69.6261171,1397,0,145,2989.530862,2169.013405,13,13,iPhone,229.96391246153846,0.8617455991955639,1.0
1800,retained,61,49,76.24704691,2115,0,0,2574.422752,1959.748894,30,19,Android,135.49593431578947,0.8000309844393422,0.8032786885245902
1801,churned,43,37,257.2830139,3013,0,10,1234.48666,626.3439316,8,4,iPhone,308.621665,0.16713112672379185,0.8604651162790697
1802,retained,12,10,170.0451861,1661,50,48,3813.072307,2425.83356,27,25,iPhone,152.52289228,0.07056947788538426,0.8333333333333334
1803,retained,9,9,26.14684605,3341,0,0,2279.179988,1696.556325,30,24,Android,94.96583283333332,0.34420977515947854,1.0
1804,retained,53,53,140.0039271,160,167,84,3380.983419,1096.713436,17,13,iPhone,260.07564761538464,0.37856080967031674,1.0
1805,churned,24,19,31.74432473,712,234,35,6529.219667,3952.35418,9,3,iPhone,2176.406555666667,0.7560406530657362,0.7916666666666666
1806,retained,0,0,37.16869048,3098,236,0,5570.745476,943.9501607,6,0,Android,0.0,0.0,
1807,retained,42,40,49.32014906,1265,38,0,3654.537657,961.099333,28,18,Android,203.02986983333332,0.8515789347859688,0.9523809523809523
1808,retained,36,29,68.50860815,1567,99,69,6427.1116,733.463748,17,15,iPhone,428.47410666666667,0.5254814098861531,0.8055555555555556
1809,churned,40,32,43.25093412,3152,77,37,4398.278923,1656.887563,1,1,iPhone,4398.278923,0.9248355165929999,0.8
1810,churned,2,2,131.9262005,856,196,0,3688.769793,2840.16608,7,4,iPhone,922.19244825,0.015159990907189055,1.0
1811,retained,185,152,242.4352659,2625,171,23,2707.386102,1098.459072,3,3,iPhone,902.462034,0.7630903008818405,0.8216216216216217
1812,retained,154,124,396.5618024,2577,342,177,8889.77766066,1618.715521,29,20,iPhone,444.48971178,0.3883379565757189,0.8051948051948052
1813,retained,24,23,179.3984947,1220,589,35,3293.304213,2426.111422,19,18,Android,182.96134516666666,0.13378038673141665,0.9583333333333334
1814,retained,243,201,434.0194505,3427,120,52,5181.030211,1261.247444,5,3,iPhone,1727.0100703333335,0.5598827419371611,0.8271604938271605
1815,retained,92,92,177.7140482,663,195,70,8889.77766066,4668.8217213,8,7,iPhone,1269.9706050857144,0.517685579344087,1.0
1816,retained,42,33,144.3298933,1634,61,0,5517.240837,4075.121768,29,26,iPhone,212.20157065384618,0.2910000072729216,0.7857142857142857
1817,retained,1,1,183.7076582,2653,577,0,1503.54192,1189.611878,31,30,iPhone,50.118064,0.0054434312091187495,1.0
1818,retained,123,99,205.5794803,3297,624,0,8889.77766066,4668.8217213,29,28,iPhone,317.4926512714286,0.5983087408359403,0.8048780487804879
1819,churned,94,78,454.34351188399995,2852,131,41,7154.250908,4668.8217213,2,1,Android,7154.250908,0.20688295008543348,0.8297872340425532
1820,retained,67,67,244.0364069,444,145,28,2414.125846,1953.223112,13,6,iPhone,402.35430766666667,0.2745491988310372,1.0
1821,retained,86,69,332.7596343,1910,0,24,5738.296812,662.6026339,9,6,iPhone,956.382802,0.25844480861060976,0.8023255813953488
1822,retained,37,34,136.18027,3224,170,7,903.9503485,233.3760844,5,3,iPhone,301.3167828333333,0.2716986829296197,0.918918918918919
1823,retained,173,158,226.6349741,2372,172,68,8889.77766066,2609.733445,10,5,Android,1777.95884712,0.7633420247117985,0.9132947976878613
1824,retained,27,23,115.3472254,1651,121,0,1023.574846,623.3424166,26,18,Android,56.865269222222224,0.2340758514682053,0.8518518518518519
1825,retained,143,115,255.3168063,3467,121,22,907.6342278,164.8840125,11,11,iPhone,82.51220252727272,0.5600884723270957,0.8041958041958042
1826,churned,12,10,116.1453988,1146,181,0,4607.494368,3761.577369,3,3,Android,1535.831456,0.10331877219401309,0.8333333333333334
1827,retained,9,9,123.1740517,3258,0,90,6935.162383,4058.169531,20,17,Android,407.9507284117647,0.07306733744474202,1.0
1828,retained,91,75,109.9932944,98,0,70,7567.493422,1825.343954,11,8,iPhone,945.93667775,0.8273231608926153,0.8241758241758241
1829,retained,119,96,124.7418628,2469,0,0,2665.30919,1920.369836,28,27,Android,98.71515518518518,0.9539700412426421,0.8067226890756303
1830,retained,79,63,137.3402571,2775,361,29,2235.66353,1518.600795,29,21,iPhone,106.46016809523809,0.5752137186002108,0.7974683544303798
1831,retained,157,126,202.5577915,2503,106,72,2863.781508,2222.711913,13,7,iPhone,409.111644,0.7750874396752099,0.802547770700637
1832,retained,9,8,151.3995769,1619,122,21,1750.882254,1291.754349,19,12,iPhone,145.9068545,0.0594453444605366,0.8888888888888888
1833,retained,185,149,237.7478614,3117,163,59,7434.485872,2823.226765,21,17,Android,437.3226983529412,0.7781352854684396,0.8054054054054054
1834,retained,12,10,367.4849668,2986,281,26,878.6188928,422.8211369,1,1,iPhone,878.6188928,0.03265439700702336,0.8333333333333334
1835,retained,35,28,62.90005639,143,73,0,5392.954143,1507.374743,19,19,iPhone,283.8396917368421,0.5564382928846529,0.8
1836,retained,108,87,232.8821518,1303,172,0,1579.493534,819.82367,11,10,iPhone,157.9493534,0.4637538736448587,0.8055555555555556
1837,retained,49,40,59.5983693,1220,31,0,8434.123732,3806.959752,25,21,iPhone,401.6249396190476,0.8221701461888824,0.8163265306122449
1838,,111,89,332.4704313,998,133,0,869.7766053,287.194087,23,17,iPhone,51.163329723529415,0.3338642764891195,0.8018018018018018
1839,,204,165,238.3158902,1541,84,71,2362.111022,1770.300988,30,27,Android,87.4855934074074,0.856006705338862,0.8088235294117647
1840,retained,15,13,322.8054178,2073,6,0,4859.208546,890.833761,14,13,iPhone,373.78527276923074,0.04646762158525333,0.8666666666666667
1841,retained,42,42,319.2965818,2958,120,40,2028.926311,1023.251151,10,10,iPhone,202.8926311,0.1315391469687196,1.0
1842,churned,73,62,176.1766569,2744,0,131,5844.385357,1769.779098,1,1,iPhone,5844.385357,0.4143568239090589,0.8493150684931506
1843,retained,64,51,273.9081118,3351,48,30,1770.787525,1117.522766,22,21,Android,84.32321547619047,0.23365500050152224,0.796875
1844,churned,175,142,324.5788112,2376,46,58,5691.092678,2190.249231,12,9,iPhone,632.3436308888889,0.5391602715932308,0.8114285714285714
1845,retained,22,17,63.01992264,755,38,75,2205.714203,853.58761,18,13,iPhone,169.6703233076923,0.3490959537617103,0.7727272727272727
1846,retained,126,101,276.4216335,1767,62,17,5008.576982,2090.693564,22,22,Android,227.66259009090908,0.4558253939990555,0.8015873015873016
1847,churned,21,17,151.4047446,1604,112,54,3028.179869,2464.126286,1,0,iPhone,0.0,0.13870106947758096,0.8095238095238095
1848,retained,61,50,92.06293179,1665,0,72,2721.862294,1316.081076,24,22,iPhone,123.72101336363636,0.6625902392413915,0.819672131147541
1849,retained,16,13,68.28109151,1067,297,0,3453.272693,2077.628915,18,15,iPhone,230.2181795333333,0.23432548669285327,0.8125
1850,retained,65,53,64.85892705,2330,343,11,60.44125046,48.10592572,22,20,iPhone,3.022062523,1.0021750737549395,0.8153846153846154
1851,retained,51,43,84.07118573,78,290,5,3543.488669,1113.566365,17,17,Android,208.44050994117646,0.6066287700971623,0.8431372549019608
1852,churned,29,26,123.7426013,2933,39,113,8889.77766066,3248.977447,1,1,iPhone,8889.7942356,0.23435744598331795,0.896551724137931
1853,retained,80,64,130.338828,1487,5,31,3225.017783,1476.240913,29,23,iPhone,140.21816447826086,0.6137848653971324,0.8
1854,retained,4,4,8.099557163,1206,161,0,8889.77766066,663.9863516,15,11,iPhone,808.1631123272728,0.4938541601104569,1.0
1855,retained,18,15,182.2642701,1206,104,0,5027.873066,3711.143191,24,17,iPhone,295.7572391764706,0.09875769941154254,0.8333333333333334
1856,retained,7,6,48.23466959,767,48,15,1850.574673,1100.532052,17,13,iPhone,142.35189792307693,0.14512383021384348,0.8571428571428571
1857,retained,13,11,114.79399,80,31,0,7160.773004,4220.054606,30,27,iPhone,265.21381496296294,0.11324634678174354,0.8461538461538461
1858,retained,4,4,18.18173764,980,231,7,8889.77766066,3797.421022,15,10,iPhone,888.97942356,0.2200009745603171,1.0
1859,retained,10,10,42.98264659,1729,55,0,2774.590076,1004.427625,11,11,iPhone,252.23546145454546,0.23265203037373042,1.0
1860,,128,104,246.5946167,1495,8,0,3523.035202,432.7954141,16,14,iPhone,251.64537157142857,0.5190705365467129,0.8125
1861,retained,69,56,195.9279199,3287,144,100,1932.049133,486.9049577,7,7,Android,276.007019,0.35217032894146494,0.8115942028985508
1862,churned,163,131,175.8374571,1305,47,56,4176.212922,3269.54874,7,7,iPhone,596.6018459999999,0.9269924775316829,0.803680981595092
1863,retained,243,201,454.34351188399995,2765,533,0,3262.91494,2448.99346,23,18,Android,181.27305222222222,0.5348144347953228,0.8271604938271605
1864,retained,38,30,73.64121754,1284,328,0,2057.369473,1161.531095,17,17,iPhone,121.02173370588237,0.5160153684227096,0.7894736842105263
1865,retained,3,3,15.84369415,972,78,110,2386.438949,791.5144363,1,0,iPhone,0.0,0.18934977989334642,1.0
1866,retained,11,8,130.2686761,1670,31,0,5690.271896,2591.412119,7,6,Android,948.3786493333333,0.08444086736212714,0.7272727272727273
1867,retained,14,11,106.3208373,1630,220,53,5926.473426,2306.734964,12,12,iPhone,493.87278549999996,0.13167691635551107,0.7857142857142857
1868,retained,23,19,147.6127158,1917,53,121,1109.871055,495.698022,5,1,iPhone,1109.871055,0.1558131349006723,0.8260869565217391
1869,retained,168,140,180.1761033,2654,392,76,1555.810309,420.8861143,13,8,iPhone,194.476288625,0.9324210975984627,0.8333333333333334
1870,retained,87,83,176.1845201,3157,102,0,2603.619829,766.2450091,24,16,iPhone,162.7262393125,0.4938004766288205,0.9540229885057471
1871,retained,243,201,454.34351188399995,1272,180,0,3443.426905,850.269245,16,13,iPhone,264.8789926923077,0.5348144347953228,0.8271604938271605
1872,retained,71,58,105.2194451,3160,170,0,1781.843783,861.7228334,1,1,iPhone,1781.843783,0.6747802170266339,0.8169014084507042
1873,retained,243,201,454.34351188399995,1215,0,0,3461.960073,1966.467566,13,7,Android,494.56572471428575,0.5348144347953228,0.8271604938271605
1874,retained,79,63,253.0645143,2713,90,0,4279.127518,2269.42327,2,0,iPhone,0.0,0.3121733610835219,0.7974683544303798
1875,retained,54,43,60.57916732,900,261,0,7212.960925,1422.257172,2,0,Android,0.0,0.8913955471648103,0.7962962962962963
1876,churned,16,13,88.79676291,1381,180,2,5200.221194,4260.077929,4,3,iPhone,1733.4070646666667,0.18018674865678164,0.8125
1877,retained,9,7,134.1363018,3335,0,83,8889.77766066,1518.080084,11,10,Android,888.97942356,0.06709593062599255,0.7777777777777778
1878,churned,36,30,119.7392803,3121,55,52,2120.022638,711.5162338,5,2,iPhone,1060.011319,0.30065321847437226,0.8333333333333334
1879,retained,53,44,123.5251676,560,335,5,2113.556649,1304.628639,25,20,Android,105.67783245000001,0.42906236056788805,0.8301886792452831
1880,retained,6,6,23.74349698,1128,0,0,1675.136694,616.2987098,17,12,Android,139.5947245,0.25270077129135676,1.0
1881,retained,176,140,285.6120497,2485,0,13,6271.219335,1783.809009,16,10,iPhone,627.1219335,0.6162204997473536,0.7954545454545454
1882,retained,58,52,249.22795,2739,54,75,6133.163815,1597.915274,17,9,iPhone,681.4626461111111,0.2327186818332374,0.896551724137931
1883,retained,64,51,128.9791932,354,500,0,7367.387895,3728.201704,7,5,iPhone,1473.4775789999999,0.49620406526158983,0.796875
1884,retained,21,19,64.13653258,944,29,0,3764.127045,2887.935146,3,3,iPhone,1254.7090150000001,0.3274264940002156,0.9047619047619048
1885,retained,46,37,257.3100682,2265,0,21,3381.95395,1284.923135,17,11,iPhone,307.4503590909091,0.17877263925889395,0.8043478260869565
1886,retained,134,107,192.5053899,3238,25,5,8667.497677,4668.8217213,17,17,iPhone,509.85280452941174,0.6960844061021275,0.7985074626865671
1887,,210,186,435.2830862,3452,102,0,5345.177165,3119.21177,14,8,iPhone,668.147145625,0.4824446587927174,0.8857142857142857
1888,retained,16,13,28.63267193,2000,0,73,3773.827167,2920.498397,26,25,iPhone,150.95308667999998,0.5588021976822894,0.8125
1889,retained,59,52,128.5801969,2307,36,0,5532.070338,425.0272606,12,11,iPhone,502.9154852727273,0.4588575956675954,0.8813559322033898
1890,retained,135,134,403.5510796,3143,258,56,835.2519251,573.2437237,11,6,Android,139.20865418333332,0.3345301420920793,0.9925925925925926
1891,churned,95,76,258.8695392,1073,616,9,2786.372786,1335.205207,3,0,iPhone,0.0,0.3669802182735913,0.8
1892,retained,76,61,138.0618184,3039,64,0,2009.618938,109.5476541,17,15,iPhone,133.97459586666668,0.550478045854856,0.8026315789473685
1893,churned,80,65,174.4118228,1721,24,17,2665.867333,1557.425021,13,6,iPhone,444.3112221666667,0.4586845015187812,0.8125
1894,retained,115,115,188.8994216,2391,100,0,1929.903433,1583.875425,20,18,iPhone,107.21685738888888,0.6087895824451799,1.0
1895,retained,243,201,454.34351188399995,2646,153,39,1931.381832,876.0243517,28,18,iPhone,107.29899066666667,0.5348144347953228,0.8271604938271605
1896,retained,82,66,96.23470825,1440,28,5,753.1694304,563.7406774,21,18,iPhone,41.842746133333335,0.8520834269791637,0.8048780487804879
1897,churned,4,4,81.06797912,849,164,4,2088.922368,854.542886,16,15,Android,139.2614912,0.04934130643714509,1.0
1898,churned,50,50,72.89003177,3247,240,0,4327.450624,3200.544901,10,6,iPhone,721.2417706666666,0.6859648539840388,1.0
1899,retained,57,57,175.6518994,3402,15,0,5023.65333,1656.057085,13,8,iPhone,627.95666625,0.32450545763924715,1.0
1900,retained,13,11,179.1656506,2582,0,26,3439.17614,1725.320276,26,19,iPhone,181.0092705263158,0.07255855101948878,0.8461538461538461
1901,retained,2,1,167.746278,428,211,12,2147.45613,533.0049648,17,17,Android,126.32094882352942,0.01192276826553493,0.5
1902,churned,0,0,29.06163845,1170,0,75,2371.388412,733.8413966,8,8,Android,296.4235515,0.0,
1903,retained,15,15,35.76515038,1954,53,0,514.4263531,282.4380548,29,24,Android,21.434431379166668,0.41940268223751276,1.0
1904,,243,201,351.5700348,1843,0,91,4881.84251,2734.384605,15,15,iPhone,325.4561673333334,0.691185186297908,0.8271604938271605
1905,,50,42,403.3960176,2507,0,0,6615.258014,2655.672984,13,13,Android,508.86600107692306,0.12394767875368337,0.84
1906,retained,82,67,115.99081,2783,182,0,3238.779762,2527.140532,3,2,iPhone,1619.389881,0.706952559431217,0.8170731707317073
1907,churned,123,98,128.1484786,1404,22,63,4922.098781,1855.890369,1,1,iPhone,4922.098781,0.959824114525227,0.7967479674796748
1908,retained,69,56,119.8585076,813,88,0,4147.755573,2528.220287,15,12,iPhone,345.64629775000003,0.5756787847740564,0.8115942028985508
1909,retained,243,201,454.34351188399995,3448,924,0,3964.908952,2358.14918,17,10,iPhone,396.4908952,0.5348144347953228,0.8271604938271605
1910,retained,46,37,95.37199092,383,111,11,2657.183948,947.1861089,9,9,Android,295.24266088888885,0.482321901391214,0.8043478260869565
1911,retained,47,38,167.5718219,639,131,0,1990.887968,727.3021776,10,4,iPhone,497.721992,0.28047675001139316,0.8085106382978723
1912,retained,88,73,312.4182786,1177,208,43,1517.353559,740.455091,31,22,iPhone,68.97061631818181,0.2816736600506959,0.8295454545454546
1913,retained,94,86,454.34351188399995,1288,243,75,2713.187265,2186.646816,16,15,Android,180.879151,0.20688295008543348,0.9148936170212766
1914,retained,47,38,47.75568794,1399,0,68,1891.824351,536.0732086,16,13,iPhone,145.52495007692306,0.9841759595014222,0.8085106382978723
1915,retained,111,89,138.4185445,1133,382,0,3854.861043,1767.782323,15,11,iPhone,350.441913,0.8019156710609683,0.8018018018018018
1916,churned,151,121,205.6019894,61,54,41,3147.917941,991.1259972,8,4,iPhone,786.97948525,0.7344286912819142,0.8013245033112583
1917,retained,98,79,129.0109591,79,77,0,5073.613576,4181.039047,16,14,iPhone,362.4009697142857,0.7596253890651061,0.8061224489795918
1918,churned,40,32,88.94790941,3246,160,394,1524.300507,595.3091816,18,10,iPhone,152.43005069999998,0.4497014068719977,0.8
1919,retained,51,41,253.7601037,501,451,0,8889.77766066,1868.758405,22,15,iPhone,592.6529490400001,0.2009772192570238,0.803921568627451
1920,retained,14,11,21.4100951,1627,16,0,8405.367342,2490.400791,22,16,Android,525.335458875,0.6538971421943848,0.7857142857142857
1921,retained,10,10,42.40510434,2431,31,29,7112.794776,3134.3641,1,1,Android,7112.794776,0.2358206672437585,1.0
1922,,1,1,21.24541684,931,0,0,1735.361265,712.8194963,3,3,iPhone,578.453755,0.047068975277399165,1.0
1923,retained,36,30,66.86161972,1499,142,53,1155.437706,454.9608408,0,0,Android,0.0,0.5384254846167225,0.8333333333333334
1924,retained,27,22,55.98409015,335,77,4,1356.932921,635.7700407,21,17,iPhone,79.8195835882353,0.48227987500838215,0.8148148148148148
1925,,23,20,62.09258621,1664,0,157,2342.176986,838.4478653,29,22,iPhone,106.46259027272727,0.37041459220611195,0.8695652173913043
1926,retained,73,60,88.50119535,3305,165,45,2241.688641,973.424495,14,10,iPhone,224.1688641,0.8248476160271433,0.821917808219178
1927,,2,2,291.110848,2447,36,0,5530.880206,3269.303177,27,25,Android,221.23520824,0.0068702352170675555,1.0
1928,retained,13,10,326.9178929,3015,283,0,6818.648045,4668.8217213,25,23,iPhone,296.4629584782609,0.039765336441760724,0.7692307692307693
1929,churned,33,28,43.0610236,495,99,85,5938.562399,3248.744728,5,5,iPhone,1187.7124798,0.7663542861066591,0.8484848484848485
1930,retained,39,32,50.51492537,764,554,0,2709.926989,1029.018218,5,5,iPhone,541.9853978,0.7720490471745104,0.8205128205128205
1931,retained,181,145,271.6963794,621,0,52,7168.642543,4668.8217213,24,18,iPhone,398.25791905555553,0.6661848067306265,0.8011049723756906
1932,retained,49,40,70.61064761,1330,330,6,2278.149768,1192.058302,28,25,Android,91.12599072,0.6939463332872836,0.8163265306122449
1933,retained,97,91,148.7658669,2317,37,78,2482.580507,930.8708115,6,6,Android,413.76341783333334,0.6520312893091473,0.9381443298969072
1934,retained,74,60,167.0183968,219,0,69,5013.615704,3792.218379,28,26,iPhone,192.83137323076923,0.44306496420638614,0.8108108108108109
1935,retained,29,24,202.0678004,2655,202,0,5074.118379,1065.75378,21,21,iPhone,241.6246847142857,0.14351618586728576,0.8275862068965517
1936,,157,135,361.6551604,691,219,12,3683.174504,1316.795734,24,19,iPhone,193.85128968421054,0.4341151936733155,0.8598726114649682
1937,churned,26,22,367.986095,841,0,0,4006.756963,3003.248144,18,18,Android,222.59760905555555,0.07065484362934964,0.8461538461538461
1938,retained,104,89,218.1563281,1307,52,0,5348.818093,3210.778915,27,18,iPhone,297.1565607222222,0.47672236192171225,0.8557692307692307
1939,churned,179,166,423.9649942,885,0,98,559.2692882,306.4510928,24,21,iPhone,26.631870866666667,0.4222046688966945,0.9273743016759777
1940,retained,52,42,67.9753713,3265,0,0,1943.85947,533.4631121,26,24,iPhone,80.99414458333334,0.7649829490523136,0.8076923076923077
1941,retained,69,56,76.98397219,2112,0,10,3903.166618,2880.744581,24,17,iPhone,229.5980363529412,0.8962904619899946,0.8115942028985508
1942,churned,8,8,141.3942452,3168,121,18,3579.895288,2563.48624,19,10,iPhone,357.9895288,0.05657938898916375,1.0
1943,retained,52,46,246.0898119,1411,8,0,880.8138901,693.2686743,29,26,iPhone,33.877457311538464,0.21130496869626808,0.8846153846153846
1944,retained,13,11,89.02850808,2536,0,0,2272.787955,1669.93841,7,3,iPhone,757.5959849999999,0.14602064305422652,0.8461538461538461
1945,churned,243,201,362.6900507,3408,52,2,1210.813969,320.3544517,9,3,iPhone,403.60465633333337,0.6699935648386398,0.8271604938271605
1946,retained,10,9,90.92086908,763,169,0,1442.676957,1061.432982,20,16,iPhone,90.1673098125,0.10998575025939468,0.9
1947,retained,50,40,104.7024294,414,327,0,6310.392609,2236.247855,20,17,Android,371.19956523529413,0.47754383815663404,0.8
1948,retained,79,64,173.7653045,447,304,183,3367.207556,1165.401892,28,19,iPhone,177.22145031578947,0.45463621306519214,0.810126582278481
1949,retained,106,85,170.3629653,386,100,33,1790.147316,1433.807776,23,23,iPhone,77.832492,0.622200956724014,0.8018867924528302
1950,retained,61,51,304.4871402,1938,20,6,1939.950134,1002.542182,14,7,iPhone,277.1357334285714,0.20033686795420202,0.8360655737704918
1951,churned,87,71,128.2755909,449,93,69,6856.389467,1257.696535,27,24,Android,285.68289445833335,0.6782272401911812,0.8160919540229885
1952,retained,54,43,76.71953445,2247,176,30,3658.159799,1860.536491,10,6,Android,609.6932998333333,0.7038624567670327,0.7962962962962963
1953,retained,23,23,35.74097202,2010,47,24,2312.211496,1461.110909,29,22,Android,105.10052254545454,0.6435191518330732,1.0
1954,retained,76,61,392.6340109,1821,369,0,2268.996979,582.2404409,21,18,iPhone,126.05538772222222,0.19356448471132687,0.8026315789473685
1955,retained,68,54,132.039297,242,72,0,2678.409949,2226.483689,15,14,iPhone,191.31499635714286,0.5149981978471152,0.7941176470588235
1956,retained,24,19,44.2950638,53,71,0,8130.278436,4668.8217213,14,13,Android,625.4060335384615,0.5418210956499401,0.7916666666666666
1957,retained,49,40,82.63127094,2742,144,30,1119.493915,612.2798822,21,18,iPhone,62.19410638888889,0.592995840952026,0.8163265306122449
1958,retained,83,69,256.754144,950,7,0,1377.171749,71.11224777,1,1,iPhone,1377.171749,0.32326644745410615,0.8313253012048193
1959,retained,72,58,227.9948327,3009,168,33,2938.538611,2317.367696,18,11,Android,267.13987372727274,0.3157966307716236,0.8055555555555556
1960,churned,100,81,162.7697634,171,174,0,3468.648809,1948.296471,10,10,iPhone,346.8648809,0.6143647192891355,0.81
1961,retained,25,21,234.0747064,2237,92,0,8889.77766066,4668.8217213,16,14,Android,634.9853025428572,0.10680350895016652,0.84
1962,churned,22,22,210.6365531,207,494,0,2910.379649,2094.084405,4,0,iPhone,0.0,0.10444530959237389,1.0
1963,retained,53,43,96.27936212,1816,140,0,1723.576329,1408.898877,9,9,iPhone,191.508481,0.5504814202439587,0.8113207547169812
1964,churned,43,34,123.0406374,3194,0,0,5675.028347,1531.629986,21,19,iPhone,298.6857024736842,0.34947803350700135,0.7906976744186046
1965,retained,243,201,349.158213,3057,33,0,2900.909671,1518.634409,27,20,iPhone,145.04548355,0.6959595706259386,0.8271604938271605
1966,churned,171,137,453.1837052,545,66,5,2562.184791,714.3293503,4,3,iPhone,854.061597,0.37733042480981066,0.8011695906432749
1967,churned,68,55,301.2337815,1638,77,116,4884.038228,492.7534256,13,11,Android,444.0034752727273,0.22573829422912847,0.8088235294117647
1968,retained,156,133,247.6117217,2908,164,74,4538.452576,1128.147221,8,4,iPhone,1134.613144,0.6300186393801082,0.8525641025641025
1969,retained,179,144,320.801404,358,62,46,2639.958776,1854.265457,8,4,iPhone,659.989694,0.5579776078536115,0.8044692737430168
1970,retained,27,22,63.12875475,2571,47,91,5220.420562,2296.261111,8,8,iPhone,652.55257025,0.4276973323317454,0.8148148148148148
1971,retained,88,71,158.0184293,3279,229,0,2110.644105,75.30904011,21,21,iPhone,100.50686214285713,0.5568970682079802,0.8068181818181818
1972,retained,243,201,454.34351188399995,1437,69,0,6909.159779,4583.076699,9,9,iPhone,767.6844198888889,0.5348144347953228,0.8271604938271605
1973,churned,45,37,120.6316615,1895,0,11,8140.720959,4668.8217213,0,0,iPhone,0.0,0.3730363939321187,0.8222222222222222
1974,churned,138,112,278.2338326,176,0,10,4343.464485,1971.046159,15,15,iPhone,289.564299,0.49598569200027615,0.8115942028985508
1975,retained,133,109,289.5900302,2688,234,0,3594.397808,2942.015605,27,22,Android,163.38171854545456,0.45926995452207386,0.8195488721804511
1976,,138,124,303.9517432,237,0,0,1795.734611,1031.254286,20,15,iPhone,119.71564073333334,0.4540194392278781,0.8985507246376812
1977,retained,66,53,219.279565,1226,647,7,4843.979349,3311.700293,19,12,iPhone,403.66494575,0.30098563904028175,0.803030303030303
1978,retained,243,201,302.9159036,1088,20,0,5268.853194,2312.04103,6,1,iPhone,5268.853194,0.8022028461103222,0.8271604938271605
1979,retained,90,72,166.4102545,2452,30,11,8100.833304,836.8911433,14,11,iPhone,736.4393912727272,0.5408320555149442,0.8
1980,retained,8,8,10.29397938,2828,0,0,1998.157756,1429.750763,26,23,Android,86.87642417391305,0.7771532955994711,1.0
1981,retained,46,37,90.7961492,1572,154,28,1923.092435,966.3112898,13,12,Android,160.25770291666666,0.506629415512701,0.8043478260869565
1982,churned,20,16,417.6938535,1557,159,0,3931.380169,2970.598228,8,7,iPhone,561.6257384285715,0.04788195907699657,0.8
1983,retained,243,201,454.34351188399995,2940,240,7,3705.04946,1140.312081,13,12,iPhone,308.75412166666666,0.5348144347953228,0.8271604938271605
1984,,117,95,141.2041027,1655,466,0,5838.079569,1589.857486,17,12,Android,486.50663075000006,0.8285878226114743,0.811965811965812
1985,retained,63,51,261.6577767,1878,123,0,2588.27738,228.222306,11,11,iPhone,235.29794363636364,0.24077251131057248,0.8095238095238095
1986,retained,53,50,281.4906632,313,0,4,5308.905969,1384.254796,23,16,iPhone,331.8066230625,0.18828333202065511,0.9433962264150944
1987,retained,61,49,221.817726,2630,45,84,4374.370925,2087.274919,22,17,Android,257.3159367647059,0.27500056510362025,0.8032786885245902
1988,retained,109,92,177.6548634,674,274,61,1248.134765,408.006483,9,8,iPhone,156.016845625,0.6135492038547817,0.8440366972477065
1989,retained,5,5,40.98996798,2858,226,7,2086.845602,623.1727741,11,6,iPhone,347.8076003333333,0.12198106625600735,1.0
1990,retained,154,123,311.2931657,2924,26,0,2260.243346,195.0984305,26,24,Android,94.17680608333335,0.494710507549058,0.7987012987012987
1991,retained,12,12,14.87695916,1516,223,62,1122.309585,537.4470306,22,16,Android,70.1443490625,0.8066164510463038,1.0
1992,retained,114,91,238.1514923,1541,27,0,2023.703694,1117.116203,27,18,iPhone,112.427983,0.4786869017658471,0.7982456140350878
1993,churned,64,52,86.1979903,3370,0,139,4119.863588,2264.746604,4,4,iPhone,1029.965897,0.7424767071396559,0.8125
1994,,26,21,99.55171043,75,22,36,4697.341232,3225.489696,5,5,iPhone,939.4682464,0.2611708014628433,0.8076923076923077
1995,retained,11,11,54.95608792,375,11,0,1401.298856,268.1824385,25,25,iPhone,56.05195423999999,0.20015980788175433,1.0
1996,,6,5,198.5826502,2420,69,8,3595.903884,1138.375149,22,15,iPhone,239.7269256,0.030214119883872917,0.8333333333333334
1997,retained,91,75,104.6838184,2552,69,10,2467.476202,575.8130866,2,2,Android,1233.738101,0.8692843019184329,0.8241758241758241
1998,retained,135,108,165.0354012,3478,122,6,1877.154473,1517.843176,14,14,iPhone,134.08246235714287,0.8180063126965028,0.8
1999,retained,7,7,94.0481589,3199,157,118,886.2821967,553.6505859,12,9,iPhone,98.47579963333334,0.07442995250383365,1.0
2000,retained,27,22,40.02055636,454,29,0,2780.144846,861.8745003,21,15,iPhone,185.34298973333335,0.6746532896025936,0.8148148148148148
